event,eventLabel,caborLabel,lokasiLabel,tahun
http://www.wikidata.org/entity/Q134932668,diving at the 2025 World Aquatics Championships,diving,Singapore,2025
http://www.wikidata.org/entity/Q135087982,2025–26 Coppa Italia,association football,Italy,2025
http://www.wikidata.org/entity/Q135397454,2025 Pan American U17 Water Polo Championship – Women's tournament,water polo,Colombia,2025
http://www.wikidata.org/entity/Q135466729,Diving at the 2025 World Aquatics Championships – Men's 3 metre springboard,diving,Singapore,2025
http://www.wikidata.org/entity/Q135466730,Diving at the 2025 World Aquatics Championships – Men's 10 metre platform,diving,Singapore,2025
http://www.wikidata.org/entity/Q135466732,Diving at the 2025 World Aquatics Championships – Women's 3 metre springboard,diving,Singapore,2025
http://www.wikidata.org/entity/Q135482945,Swimming at the 2025 World Aquatics Championships – Men's 50 metre freestyle,competitive swimming,Singapore,2025
http://www.wikidata.org/entity/Q135747791,Q135747791,athletics,Finland,2025
http://www.wikidata.org/entity/Q115910621,2024 Hungarian Grand Prix,Formula One,Hungary,2024
http://www.wikidata.org/entity/Q116495914,athletics at the 2024 Summer Olympics – women's 100 metres hurdles,athletics,France,2024
http://www.wikidata.org/entity/Q117358236,2023–24 Biathlon World Cup – Stage 4,biathlon,Germany,2024
http://www.wikidata.org/entity/Q117358237,2023–24 Biathlon World Cup – Stage 5,biathlon,Germany,2024
http://www.wikidata.org/entity/Q117358238,2023–24 Biathlon World Cup – Stage 6,biathlon,Italy,2024
http://www.wikidata.org/entity/Q117358239,2023–24 Biathlon World Cup – Stage 7,biathlon,Norway,2024
http://www.wikidata.org/entity/Q117358240,2023–24 Biathlon World Cup – Stage 8,biathlon,United States,2024
http://www.wikidata.org/entity/Q117358241,2023–24 Biathlon World Cup – Stage 9,biathlon,Canada,2024
http://www.wikidata.org/entity/Q124429128,diving at the 2024 World Aquatics Championships – women's 10 metre platform,diving,Qatar,2024
http://www.wikidata.org/entity/Q124457757,diving at the 2024 World Aquatics Championships – men's 3 metre springboard,diving,Qatar,2024
http://www.wikidata.org/entity/Q124518931,diving at the 2024 World Aquatics Championships – men's 10 metre platform,diving,Qatar,2024
http://www.wikidata.org/entity/Q124518989,diving at the 2024 World Aquatics Championships – women's 3 metre springboard,diving,Qatar,2024
http://www.wikidata.org/entity/Q124707936,2024 World Athletics Indoor Championships – Women's 800 metres,athletics,United Kingdom,2024
http://www.wikidata.org/entity/Q124726351,2024–25 Biathlon World Cup – Stage 1,biathlon,Finland,2024
http://www.wikidata.org/entity/Q124726442,2024–25 Biathlon World Cup – Stage 2,biathlon,Austria,2024
http://www.wikidata.org/entity/Q124726483,2024–25 Biathlon World Cup – Stage 3,biathlon,France,2024
http://www.wikidata.org/entity/Q125196222,2024 World Figure Skating Championships - men's singles,men's singles,Canada,2024
http://www.wikidata.org/entity/Q125196787,2024 World Figure Skating Championships - women's singles,ladies' singles,Canada,2024
http://www.wikidata.org/entity/Q125983542,2024 World Rowing Masters Regatta,rowing,Germany,2024
http://www.wikidata.org/entity/Q126368539,2024 European Athletics Championships – men's 100 metres,athletics,Italy,2024
http://www.wikidata.org/entity/Q126368544,2024 European Athletics Championships – men's 200 metres,athletics,Italy,2024
http://www.wikidata.org/entity/Q126368550,2024 European Athletics Championships – men's 800 metres,athletics,Italy,2024
http://www.wikidata.org/entity/Q126368560,2024 European Athletics Championships – women's 100 metres,athletics,Italy,2024
http://www.wikidata.org/entity/Q126368567,2024 European Athletics Championships – women's 400 metres,athletics,Italy,2024
http://www.wikidata.org/entity/Q126368571,2024 European Athletics Championships – women's 1500 metres,athletics,Italy,2024
http://www.wikidata.org/entity/Q126369469,2024 European Athletics Championships – women's triple jump,athletics,Italy,2024
http://www.wikidata.org/entity/Q126369473,2024 European Athletics Championships – women's pole vault,athletics,Italy,2024
http://www.wikidata.org/entity/Q126369766,2024 European Athletics Championships – men's shot put,athletics,Italy,2024
http://www.wikidata.org/entity/Q126369801,2024 European Athletics Championships – women's discus throw,athletics,Italy,2024
http://www.wikidata.org/entity/Q126373080,2024 European Athletics Championships – men's hammer throw,athletics,Italy,2024
http://www.wikidata.org/entity/Q126391115,2024 European Athletics Championships – Men's decathlon,athletics,Italy,2024
http://www.wikidata.org/entity/Q126540043,Artistic swimming at the 2024 European Aquatics Championships,synchronized swimming,Serbia,2024
http://www.wikidata.org/entity/Q127270586,Q127270586,athletics,France,2024
http://www.wikidata.org/entity/Q131605864,2024 World Aquatics Men's U18 Water Polo Championships,water polo,Argentina,2024
http://www.wikidata.org/entity/Q133821283,2024 U20 World Wrestling Championships – Women's freestyle,wrestling,Spain,2024
http://www.wikidata.org/entity/Q133821440,2024 U20 World Wrestling Championships – Men's Greco-Roman,wrestling,Spain,2024
http://www.wikidata.org/entity/Q111458258,Q111458258,biathlon,Sweden,2023
http://www.wikidata.org/entity/Q111458264,2022–23 Biathlon World Cup – Stage 4,biathlon,Slovenia,2023
http://www.wikidata.org/entity/Q111458266,2022–23 Biathlon World Cup – Stage 5,biathlon,Germany,2023
http://www.wikidata.org/entity/Q111458301,2022–23 Biathlon World Cup – Stage 6,biathlon,Italy,2023
http://www.wikidata.org/entity/Q111458314,2022–23 Biathlon World Cup – Stage 7,biathlon,Czech Republic,2023
http://www.wikidata.org/entity/Q111458340,Q111458340,biathlon,Norway,2023
http://www.wikidata.org/entity/Q119147664,2023 World Athletics Championships – men's 4 × 100 metres relay,athletics,Hungary,2023
http://www.wikidata.org/entity/Q119909970,2023 Brazilian Rhythmic Gymnastics Championship,rhythmic gymnastics,Brazil,2023
http://www.wikidata.org/entity/Q120324473,men's volleyball at the 2023 Central American and Caribbean Games,volleyball,El Salvador,2023
http://www.wikidata.org/entity/Q120442111,Indonesian Celebrity Sports Tournament,tennis,Indonesia,2023
http://www.wikidata.org/entity/Q120442111,Indonesian Celebrity Sports Tournament,table tennis,Indonesia,2023
http://www.wikidata.org/entity/Q120442111,Indonesian Celebrity Sports Tournament,badminton,Indonesia,2023
http://www.wikidata.org/entity/Q120442111,Indonesian Celebrity Sports Tournament,running,Indonesia,2023
http://www.wikidata.org/entity/Q120719751,2023 World Athletics Championships – men's 100 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722017,2023 World Athletics Championships – women's 100 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722018,2023 World Athletics Championships – men's 200 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722019,2023 World Athletics Championships – women's 200 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722021,2023 World Athletics Championships – men's 400 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722022,2023 World Athletics Championships – women's 400 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722023,2023 World Athletics Championships – men's 800 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722024,2023 World Athletics Championships – women's 800 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722025,2023 World Athletics Championships – men's 1500 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722027,2023 World Athletics Championships – women's 1500 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722028,2023 World Athletics Championships – men's 5000 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722029,2023 World Athletics Championships – women's 5000 metres,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722032,2023 World Athletics Championships – women's 100 metres hurdles,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722033,2023 World Athletics Championships – men's 110 metres hurdles,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722034,2023 World Athletics Championships – men's 400 metres hurdles,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722036,2023 World Athletics Championships – women's 400 metres hurdles,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722037,2023 World Athletics Championships – men's 3000 metres steeplechase,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722038,2023 World Athletics Championships – women's 3000 metres steeplechase,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722039,2023 World Athletics Championships – women's 4 × 100 metres relay,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722040,2023 World Athletics Championships – men's 4 × 400 metres relay,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722041,2023 World Athletics Championships – women's 4 × 400 metres relay,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722048,2023 World Athletics Championships – men's high jump,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722049,2023 World Athletics Championships – women's high jump,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722050,2023 World Athletics Championships – men's pole vault,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722051,2023 World Athletics Championships – women's pole vault,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722052,2023 World Athletics Championships – men's long jump,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722053,2023 World Athletics Championships – women's long jump,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722054,2023 World Athletics Championships – men's triple jump,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722055,2023 World Athletics Championships – women's triple jump,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722058,2023 World Athletics Championships – men's discus throw,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722059,2023 World Athletics Championships – women's discus throw,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722060,2023 World Athletics Championships – men's hammer throw,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722062,2023 World Athletics Championships – women's hammer throw,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722063,2023 World Athletics Championships – men's javelin throw,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722064,2023 World Athletics Championships – women's javelin throw,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722065,2023 World Athletics Championships – women's heptathlon,athletics,Hungary,2023
http://www.wikidata.org/entity/Q120722066,2023 World Athletics Championships – men's decathlon,athletics,Hungary,2023
http://www.wikidata.org/entity/Q121424036,Judo at the 2023 European Para Championships,para judo,Netherlands,2023
http://www.wikidata.org/entity/Q122167063,wheelchair basketball at the 2023 Parapan American Games,wheelchair basketball,Chile,2023
http://www.wikidata.org/entity/Q123282410,racquetball at the 2023 Pan American Games – women's singles,racquetball,Chile,2023
http://www.wikidata.org/entity/Q123450893,2023–24 ISU Speed Skating World Cup – World Cup 1,long track speed skating,Japan,2023
http://www.wikidata.org/entity/Q123487966,2023–24 ISU Speed Skating World Cup – World Cup 2,long track speed skating,People's Republic of China,2023
http://www.wikidata.org/entity/Q123858116,2023–24 ISU Speed Skating World Cup – World Cup 3,long track speed skating,Norway,2023
http://www.wikidata.org/entity/Q123873481,2023–24 ISU Speed Skating World Cup – World Cup 4,long track speed skating,Poland,2023
http://www.wikidata.org/entity/Q136440291,2023 Pan American Aquatics U15 Water Polo Championships – Men's tournament,water polo,Peru,2023
http://www.wikidata.org/entity/Q137733930,2023 Pan American Aquatics U15 Water Polo Championships – Women's tournament,water polo,Peru,2023
http://www.wikidata.org/entity/Q115479531,2023 Qatar Grand Prix,formula racing,Qatar,2023
http://www.wikidata.org/entity/Q115480468,2023 United States Grand Prix,formula racing,United States,2023
http://www.wikidata.org/entity/Q116199738,48-HOUR RIDE 2023,cycle sport,Canada,2023
http://www.wikidata.org/entity/Q116481571,2023 U.S. Figure Skating Championships - senior men's singles,figure skating,United States,2023
http://www.wikidata.org/entity/Q116922096,2023 KNSB Dutch Single Distance Championships – Women's 3000 m,speed skating,Netherlands,2023
http://www.wikidata.org/entity/Q117357893,2023–24 Biathlon World Cup – Stage 1,biathlon,Sweden,2023
http://www.wikidata.org/entity/Q117357995,2023–24 Biathlon World Cup – Stage 2,biathlon,Austria,2023
http://www.wikidata.org/entity/Q117358235,2023–24 Biathlon World Cup – Stage 3,biathlon,Switzerland,2023
http://www.wikidata.org/entity/Q125616232,Q125616232,volleyball,Netherlands,2023
http://www.wikidata.org/entity/Q109465377,2021–22 Biathlon World Cup – Stage 7,biathlon,Italy,2022
http://www.wikidata.org/entity/Q109465429,2021–22 Biathlon World Cup – Stage 9,biathlon,Estonia,2022
http://www.wikidata.org/entity/Q109465469,2021–22 Biathlon World Cup – Stage 10,biathlon,Norway,2022
http://www.wikidata.org/entity/Q109465481,2021–22 Biathlon World Cup – Stage 5,biathlon,Germany,2022
http://www.wikidata.org/entity/Q109465485,2021–22 Biathlon World Cup – Stage 6,biathlon,Germany,2022
http://www.wikidata.org/entity/Q110418299,2022 Aerobic Gymnastics World Championships,aerobic gymnastics,Portugal,2022
http://www.wikidata.org/entity/Q110654954,2022 Tunis Ranking Series,wrestling,Tunisia,2022
http://www.wikidata.org/entity/Q111228281,2022 Australian Grand Prix,Formula One,Australia,2022
http://www.wikidata.org/entity/Q111228281,2022 Australian Grand Prix,formula racing,Australia,2022
http://www.wikidata.org/entity/Q111292720,2022 World Athletics Indoor Championships – women's 1500 metres,indoor athletics,Serbia,2022
http://www.wikidata.org/entity/Q111292750,2022 World Athletics Indoor Championships – men's 1500 metres,athletics,Serbia,2022
http://www.wikidata.org/entity/Q111318277,2022 Emilia Romagna Grand Prix,Formula One,Italy,2022
http://www.wikidata.org/entity/Q111318277,2022 Emilia Romagna Grand Prix,formula racing,Italy,2022
http://www.wikidata.org/entity/Q111333106,2022 Miami Grand Prix,auto racing,United States,2022
http://www.wikidata.org/entity/Q111333106,2022 Miami Grand Prix,formula racing,United States,2022
http://www.wikidata.org/entity/Q111333180,2022 Japanese Grand Prix,Formula One,Japan,2022
http://www.wikidata.org/entity/Q111333180,2022 Japanese Grand Prix,formula racing,Japan,2022
http://www.wikidata.org/entity/Q111333183,2022 United States Grand Prix,Formula One,United States,2022
http://www.wikidata.org/entity/Q111333183,2022 United States Grand Prix,formula racing,United States,2022
http://www.wikidata.org/entity/Q111333194,2022 Mexico City Grand Prix,Formula One,Mexico,2022
http://www.wikidata.org/entity/Q111333194,2022 Mexico City Grand Prix,formula racing,Mexico,2022
http://www.wikidata.org/entity/Q111333196,2022 São Paulo Grand Prix,Formula One,Brazil,2022
http://www.wikidata.org/entity/Q111333196,2022 São Paulo Grand Prix,formula racing,Brazil,2022
http://www.wikidata.org/entity/Q111333424,2022 Abu Dhabi Grand Prix,Formula One,United Arab Emirates,2022
http://www.wikidata.org/entity/Q111333424,2022 Abu Dhabi Grand Prix,formula racing,United Arab Emirates,2022
http://www.wikidata.org/entity/Q111458260,2022–23 Biathlon World Cup – Stage 2,biathlon,Austria,2022
http://www.wikidata.org/entity/Q111458263,2022–23 Biathlon World Cup – Stage 3,biathlon,France,2022
http://www.wikidata.org/entity/Q111458333,2022–23 Biathlon World Cup – Stage 1,biathlon,Finland,2022
http://www.wikidata.org/entity/Q112704413,diving at the 2022 World Aquatics Championships – women's 10 metre platform,diving,Hungary,2022
http://www.wikidata.org/entity/Q112842649,2022–23 Coppa Italia,association football,Italy,2022
http://www.wikidata.org/entity/Q113003368,2022 World Athletics Championships – men's decathlon,decathlon,United States,2022
http://www.wikidata.org/entity/Q113004268,2022 World Athletics Championships – Men's 100 metres,athletics,United States,2022
http://www.wikidata.org/entity/Q113004268,2022 World Athletics Championships – Men's 100 metres,100 metres,United States,2022
